customer_id,age,annual_income,employment_years,employment_type,education,marital_status,city_tier,credit_score,existing_loans,loan_amount,loan_term_months,loan_approved
CUST1574,18,63714.95,0,Salaried,High School,Single,Tier 2,607.0,1,58255.99,48,0
CUST1575,35,66847.58,4,Business,Bachelor,Married,Tier 3,719.0,0,65424.2,24,0
CUST1576,62,49742.86,4,Salaried,Bachelor,Married,Tier 1,764.0,3,38000.68,24,0
CUST1577,43,83282.7,2,Salaried,Bachelor,Divorced,Tier 1,683.0,1,62041.25,36,0
CUST1578,60,35472.15,16,Salaried,Bachelor,Divorced,Tier 3,571.0,0,28108.07,12,0
CUST1579,22,56047.24,4,Salaried,High School,Married,Tier 1,564.0,0,64417.73,36,0
CUST1580,22,52132.77,4,Self-Employed,Bachelor,Single,Tier 1,559.0,0,17676.82,48,1
CUST1581,58,63975.08,13,Salaried,Bachelor,Married,Tier 2,530.0,0,14593.5,48,1
CUST1582,23,71135.01,5,Business,Bachelor,Married,Tier 1,689.0,0,43322.99,48,0
CUST1583,20,42826.36,2,Self-Employed,Bachelor,Married,Tier 3,776.0,2,18117.53,60,1
CUST1584,37,80934.22,10,Business,High School,Single,Tier 2,679.0,1,22861.45,36,1
CUST1585,62,66386.05,12,Self-Employed,Bachelor,Single,Tier 2,488.0,0,49456.3,60,0
CUST1586,51,23377.18,6,Business,Bachelor,Divorced,Tier 1,664.0,1,3000.0,36,1
CUST1587,22,21910.99,1,Self-Employed,Master,Single,Tier 2,666.0,0,20696.84,24,0
CUST1588,58,64728.98,12,Salaried,Bachelor,Single,Tier 2,850.0,3,25839.38,60,0
CUST1589,58,60138.72,18,Salaried,,Married,Tier 1,556.0,0,6690.75,36,1
CUST1590,56,62724.76,1,Self-Employed,Bachelor,Single,Tier 3,647.0,2,20696.58,12,0
CUST1591,61,64384.39,4,Salaried,Bachelor,Single,Tier 2,825.0,2,34404.37,24,0
CUST1592,29,69962.32,5,Self-Employed,Bachelor,Divorced,Tier 3,718.0,0,25448.64,36,1
CUST1593,65,85848.29,17,Salaried,Master,Married,Tier 1,728.0,0,18949.48,36,1
CUST1594,33,40555.69,11,Self-Employed,High School,Married,Tier 1,690.0,1,15168.99,36,1
CUST1595,56,39216.62,11,Salaried,High School,Single,Tier 2,708.0,2,15629.1,60,1
CUST1596,45,40946.88,14,Business,High School,Single,Tier 3,746.0,1,31830.66,36,0
CUST1597,55,71356.17,6,Salaried,,Married,Tier 2,611.0,1,40373.93,36,0
CUST1598,48,92388.84,15,Salaried,Master,Married,Tier 1,755.0,2,31198.93,36,1
CUST1599,48,55510.53,0,Self-Employed,Bachelor,Single,Tier 3,563.0,2,28797.62,60,0
CUST1000,22,58572.23,4,Salaried,Bachelor,Married,Tier 3,467.0,2,19840.0,24,1
CUST1001,55,62723.26,3,Salaried,Bachelor,Married,Tier 3,535.0,0,28410.78,48,1
CUST1002,49,59456.5,4,Salaried,Bachelor,Divorced,Tier 2,609.0,0,18258.54,36,1
CUST1003,39,68356.38,2,Salaried,High School,Single,Tier 2,633.0,2,19627.73,48,1
CUST1004,38,97372.82,15,Salaried,Master,Married,Tier 2,645.0,1,72662.25,24,0
CUST1005,59,18000.0,11,Self-Employed,High School,Single,Tier 1,683.0,1,20195.49,24,0
CUST1006,22,59789.29,4,Salaried,High School,Married,Tier 1,654.0,0,12273.5,36,1
CUST1007,51,68883.27,14,Self-Employed,Master,Married,Tier 2,769.0,2,38540.92,12,1
